State,County,PCT_SNAP12,FID
Alabama,Tuscaloosa,18.90847619,313
Alabama,Walker,18.90847619,317
Alabama,Washington,18.90847619,319
Alabama,Wilcox,18.90847619,326
Alabama,Winston,18.90847619,332
Alaska,Aleutians East,12.49241155,346
Alaska,Aleutians West,12.49241155,381
Alaska,Anchorage,12.49241155,400
Alaska,Bethel,12.49241155,411
Alaska,Bristol Bay,12.49241155,423
Alaska,Denali,12.49241155,426
Alaska,Dillingham,12.49241155,445
Alaska,Fairbanks North Star,12.49241155,454
Alaska,Haines,12.49241155,462
Alaska,Hoonah-Angoon,12.49241155,476
Alaska,Juneau,12.49241155,482
Alaska,Kenai Peninsula,12.49241155,494
Alaska,Ketchikan Gateway,12.49241155,514
Alaska,Kodiak Island,12.49241155,533
Alaska,Lake and Peninsula,12.49241155,544
Alaska,Matanuska-Susitna,12.49241155,556
Alaska,Nome,12.49241155,571
Alaska,North Slope,12.49241155,614
Alaska,Northwest Arctic,12.49241155,638
Alaska,Petersburg,12.49241155,645
Alaska,Prince of Wales-Hyder,12.49241155,669
Alaska,Sitka,12.49241155,679
Alaska,Skagway,12.49241155,683
Alaska,Southeast Fairbanks,12.49241155,690
Alaska,Valdez-Cordova,12.49241155,710
Alaska,Wade Hampton,12.49241155,725
Alaska,Wrangell,12.49241155,733
Alaska,Yakutat,12.49241155,744
Alaska,Yukon-Koyukuk,12.49241155,753
Arizona,Apache,17.17509312,761
Arizona,Cochise,17.17509312,763
Arizona,Coconino,17.17509312,771
Arizona,Gila,17.17509312,787
Arizona,Graham,17.17509312,0
Arizona,Greenlee,17.17509312,1
Arizona,La Paz,17.17509312,3
Arizona,Maricopa,17.17509312,9
Arizona,Mohave,17.17509312,15
Arizona,Navajo,17.17509312,17
Arizona,Pima,17.17509312,21
Arizona,Pinal,17.17509312,26
Arizona,Santa Cruz,17.17509312,32
Arizona,Yavapai,17.17509312,35
Arizona,Yuma,17.17509312,42
Arkansas,Arkansas,17.02574895,46
Arkansas,Ashley,17.02574895,50
Arkansas,Baxter,17.02574895,54
Arkansas,Benton,17.02574895,59
Arkansas,Boone,17.02574895,62
Arkansas,Bradley,17.02574895,68
Arkansas,Calhoun,17.02574895,72
Arkansas,Carroll,17.02574895,74
Arkansas,Chicot,17.02574895,77
Arkansas,Clark,17.02574895,86
Arkansas,Clay,17.02574895,93
Arkansas,Cleburne,17.02574895,97
Arkansas,Cleveland,17.02574895,103
Arkansas,Columbia,17.02574895,107
Arkansas,Conway,17.02574895,109
Arkansas,Craighead,17.02574895,114
Arkansas,Crawford,17.02574895,115
Arkansas,Crittenden,17.02574895,119
Arkansas,Cross,17.02574895,124
Arkansas,Dallas,17.02574895,128
Arkansas,Desha,17.02574895,130
Arkansas,Drew,17.02574895,136
Arkansas,Faulkner,17.02574895,141
Arkansas,Franklin,17.02574895,144
Arkansas,Fulton,17.02574895,146
Arkansas,Garland,17.02574895,151
Arkansas,Grant,17.02574895,155
Arkansas,Greene,17.02574895,162
Arkansas,Hempstead,17.02574895,172
Arkansas,Hot Spring,17.02574895,184
Arkansas,Howard,17.02574895,191
Arkansas,Independence,17.02574895,200
Arkansas,Izard,17.02574895,203
Arkansas,Jackson,17.02574895,209
Arkansas,Jefferson,17.02574895,213
Arkansas,Johnson,17.02574895,218
Arkansas,Lafayette,17.02574895,222
Arkansas,Lawrence,17.02574895,230
Arkansas,Lee,17.02574895,237
Arkansas,Lincoln,17.02574895,244
Arkansas,Little River,17.02574895,251
Arkansas,Logan,17.02574895,258
Arkansas,Lonoke,17.02574895,268
Arkansas,Madison,17.02574895,277
Arkansas,Marion,17.02574895,282
Arkansas,Miller,17.02574895,287
Arkansas,Mississippi,17.02574895,294
Arkansas,Monroe,17.02574895,300
Arkansas,Montgomery,17.02574895,304
Arkansas,Nevada,17.02574895,307
Arkansas,Newton,17.02574895,311
Arkansas,Ouachita,17.02574895,316
Arkansas,Perry,17.02574895,318
Arkansas,Phillips,17.02574895,322
Arkansas,Pike,17.02574895,327
Arkansas,Poinsett,17.02574895,333
Arkansas,Polk,17.02574895,337
Arkansas,Pope,17.02574895,340
Arkansas,Prairie,17.02574895,345
Arkansas,Pulaski,17.02574895,350
Arkansas,Randolph,17.02574895,353
Arkansas,St. Francis,17.02574895,357
Arkansas,Saline,17.02574895,360
Arkansas,Scott,17.02574895,364
Arkansas,Searcy,17.02574895,372
Arkansas,Sebastian,17.02574895,378
Arkansas,Sevier,17.02574895,390
Arkansas,Sharp,17.02574895,394
Arkansas,Stone,17.02574895,399
Arkansas,Union,17.02574895,403
Arkansas,Van Buren,17.02574895,407
Arkansas,Washington,17.02574895,417
Arkansas,White,17.02574895,428
Arkansas,Woodruff,17.02574895,435
Arkansas,Yell,17.02574895,438
California,Alameda,10.42694431,457
California,Alpine,10.42694431,461
California,Amador,10.42694431,472
California,Butte,10.42694431,486
California,Calaveras,10.42694431,489
California,Colusa,10.42694431,497
California,Contra Costa,10.42694431,503
California,Del Norte,10.42694431,511
California,El Dorado,10.42694431,522
California,Fresno,10.42694431,527
California,Glenn,10.42694431,537
California,Humboldt,10.42694431,551
California,Imperial,10.42694431,557
California,Inyo,10.42694431,562
California,Kern,10.42694431,84
California,Kings,10.42694431,94
California,Lake,10.42694431,100
California,Lassen,10.42694431,104
California,Los Angeles,10.42694431,139
California,Madera,10.42694431,153
California,Marin,10.42694431,168
California,Mariposa,10.42694431,178
California,Mendocino,10.42694431,190
California,Merced,10.42694431,204
California,Modoc,10.42694431,207
California,Mono,10.42694431,214
California,Monterey,10.42694431,228
California,Napa,10.42694431,236
California,Nevada,10.42694431,243
California,Orange,10.42694431,257
California,Placer,10.42694431,266
California,Plumas,10.42694431,275
California,Riverside,10.42694431,281
California,Sacramento,10.42694431,289
California,San Benito,10.42694431,295
California,San Bernardino,10.42694431,302
California,San Diego,10.42694431,315
California,San Francisco,10.42694431,331
California,San Joaquin,10.42694431,339
California,San Luis Obispo,10.42694431,351
California,San Mateo,10.42694431,368
California,Santa Barbara,10.42694431,391
California,Santa Clara,10.42694431,406
California,Santa Cruz,10.42694431,415
California,Shasta,10.42694431,431
California,Sierra,10.42694431,439
California,Siskiyou,10.42694431,446
California,Solano,10.42694431,453
California,Sonoma,10.42694431,463
California,Stanislaus,10.42694431,473
California,Sutter,10.42694431,483
California,Tehama,10.42694431,492
California,Trinity,10.42694431,500
California,Tulare,10.42694431,501
California,Tuolumne,10.42694431,513
California,Ventura,10.42694431,521
California,Yolo,10.42694431,525
California,Yuba,10.42694431,541
Colorado,Adams,9.479336384,545
Colorado,Alamosa,9.479336384,549
Colorado,Arapahoe,9.479336384,558
Colorado,Archuleta,9.479336384,560
Colorado,Baca,9.479336384,563
Colorado,Bent,9.479336384,564
Colorado,Boulder,9.479336384,570
Colorado,Broomfield,9.479336384,577
Colorado,Chaffee,9.479336384,582
Colorado,Cheyenne,9.479336384,587
Colorado,Clear Creek,9.479336384,591
Colorado,Conejos,9.479336384,596
Colorado,Costilla,9.479336384,599
Colorado,Crowley,9.479336384,605
Colorado,Custer,9.479336384,610
Colorado,Delta,9.479336384,617
Colorado,Denver,9.479336384,628
Colorado,Dolores,9.479336384,636
Colorado,Douglas,9.479336384,644
Colorado,Eagle,9.479336384,648
Colorado,Elbert,9.479336384,655
Colorado,El Paso,9.479336384,661
Colorado,Fremont,9.479336384,664
Colorado,Garfield,9.479336384,667
Colorado,Gilpin,9.479336384,672
Colorado,Grand,9.479336384,677
Colorado,Gunnison,9.479336384,682
Colorado,Hinsdale,9.479336384,688
Colorado,Huerfano,9.479336384,693
Colorado,Jackson,9.479336384,701
Colorado,Jefferson,9.479336384,706
Colorado,Kiowa,9.479336384,711
Colorado,Kit Carson,9.479336384,716
Colorado,Lake,9.479336384,721
Colorado,La Plata,9.479336384,727
Colorado,Larimer,9.479336384,734
Colorado,Las Animas,9.479336384,741
Colorado,Lincoln,9.479336384,747
Colorado,Logan,9.479336384,749
Colorado,Mesa,9.479336384,751
Colorado,Mineral,9.479336384,757
Colorado,Moffat,9.479336384,758
Colorado,Montezuma,9.479336384,766
Colorado,Montrose,9.479336384,769
Colorado,Morgan,9.479336384,775
Colorado,Otero,9.479336384,777
Colorado,Ouray,9.479336384,780
Colorado,Park,9.479336384,782
Colorado,Phillips,9.479336384,785
Colorado,Pitkin,9.479336384,789
Colorado,Prowers,9.479336384,792
Colorado,Pueblo,9.479336384,795
Colorado,Rio Blanco,9.479336384,799
Colorado,Rio Grande,9.479336384,802
Colorado,Routt,9.479336384,809
Colorado,Saguache,9.479336384,811
Colorado,San Juan,9.479336384,347
Colorado,San Miguel,9.479336384,359
Colorado,Sedgwick,9.479336384,366
Colorado,Summit,9.479336384,373
Colorado,Teller,9.479336384,375
Colorado,Washington,9.479336384,377
Colorado,Weld,9.479336384,382
Colorado,Yuma,9.479336384,385
Connecticut,Fairfield,11.21454974,410
Connecticut,Hartford,11.21454974,432
Connecticut,Litchfield,11.21454974,443
Connecticut,Middlesex,11.21454974,450
Connecticut,New Haven,11.21454974,466
Connecticut,New London,11.21454974,517
Connecticut,Tolland,11.21454974,524
Connecticut,Windham,11.21454974,529
Delaware,Kent,16.16994849,532
Delaware,New Castle,16.16994849,536
Delaware,Sussex,16.16994849,609
District of Columbia,District of Columbia,22.20589546,630
Florida,Alachua,17.33626697,639
Florida,Baker,17.33626697,641
Florida,Bay,17.33626697,658
Florida,Bradford,17.33626697,665
Florida,Brevard,17.33626697,686
Florida,Broward,17.33626697,695
Florida,Calhoun,17.33626697,699
Florida,Charlotte,17.33626697,743
Florida,Citrus,17.33626697,843
Florida,Clay,17.33626697,852
Florida,Collier,17.33626697,894
Florida,Columbia,17.33626697,903
Florida,DeSoto,17.33626697,906
Florida,Dixie,17.33626697,918
Florida,Duval,17.33626697,924
Florida,Escambia,17.33626697,931
Florida,Flagler,17.33626697,935
Florida,Franklin,17.33626697,937
Florida,Gadsden,17.33626697,938
Florida,Gilchrist,17.33626697,939
Florida,Glades,17.33626697,940
Florida,Gulf,17.33626697,941
Florida,Hamilton,17.33626697,942
Florida,Hardee,17.33626697,943
Florida,Hendry,17.33626697,944
Florida,Hernando,17.33626697,945
Florida,Highlands,17.33626697,946
Florida,Hillsborough,17.33626697,947
Florida,Holmes,17.33626697,948
Florida,Indian River,17.33626697,949
Florida,Jackson,17.33626697,950
Florida,Jefferson,17.33626697,951
Florida,Lafayette,17.33626697,952
Florida,Lake,17.33626697,953
Florida,Lee,17.33626697,954
Florida,Leon,17.33626697,955
Florida,Levy,17.33626697,956
Florida,Liberty,17.33626697,957
Florida,Madison,17.33626697,958
Florida,Manatee,17.33626697,959
Florida,Marion,17.33626697,960
Florida,Martin,17.33626697,961
Florida,Miami-Dade,17.33626697,962
Florida,Monroe,17.33626697,963
Florida,Nassau,17.33626697,964
Florida,Okaloosa,17.33626697,965
Florida,Okeechobee,17.33626697,966
Florida,Orange,17.33626697,967
Florida,Osceola,17.33626697,968
Florida,Palm Beach,17.33626697,969
Florida,Pasco,17.33626697,970
Florida,Pinellas,17.33626697,971
Florida,Polk,17.33626697,972
Florida,Putnam,17.33626697,973
Florida,St. Johns,17.33626697,974
Florida,St. Lucie,17.33626697,975
Florida,Santa Rosa,17.33626697,976
Florida,Sarasota,17.33626697,977
Florida,Seminole,17.33626697,978
Florida,Sumter,17.33626697,979
Florida,Suwannee,17.33626697,980
Florida,Taylor,17.33626697,981
Florida,Union,17.33626697,982
Florida,Volusia,17.33626697,983
Florida,Wakulla,17.33626697,984
Florida,Walton,17.33626697,985
Florida,Washington,17.33626697,986
Georgia,Appling,19.29982592,987
Georgia,Atkinson,19.29982592,988
Georgia,Bacon,19.29982592,989
Georgia,Baker,19.29982592,990
Georgia,Baldwin,19.29982592,991
Georgia,Banks,19.29982592,992
Georgia,Barrow,19.29982592,993
Georgia,Bartow,19.29982592,994
Georgia,Ben Hill,19.29982592,995
Georgia,Berrien,19.29982592,996
Georgia,Bibb,19.29982592,997
Georgia,Bleckley,19.29982592,998
Georgia,Brantley,19.29982592,999
Georgia,Brooks,19.29982592,565
Georgia,Bryan,19.29982592,573
Georgia,Bulloch,19.29982592,579
Georgia,Burke,19.29982592,583
Georgia,Butts,19.29982592,588
Georgia,Calhoun,19.29982592,592
Georgia,Camden,19.29982592,603
Georgia,Candler,19.29982592,616
Georgia,Carroll,19.29982592,620
Georgia,Catoosa,19.29982592,626
Georgia,Charlton,19.29982592,635
Georgia,Chatham,19.29982592,646
Georgia,Chattahoochee,19.29982592,656
Georgia,Chattooga,19.29982592,659
Georgia,Cherokee,19.29982592,662
Georgia,Clarke,19.29982592,666
Georgia,Clay,19.29982592,670
Georgia,Clayton,19.29982592,673
Georgia,Clinch,19.29982592,676
Georgia,Cobb,19.29982592,680
Georgia,Coffee,19.29982592,684
Georgia,Colquitt,19.29982592,689
Georgia,Columbia,19.29982592,692
Georgia,Cook,19.29982592,697
Georgia,Coweta,19.29982592,700
Georgia,Crawford,19.29982592,704
Georgia,Crisp,19.29982592,707
Georgia,Dade,19.29982592,708
Georgia,Dawson,19.29982592,713
Georgia,Decatur,19.29982592,714
Georgia,DeKalb,19.29982592,718
Georgia,Dodge,19.29982592,720
Georgia,Dooly,19.29982592,724
Georgia,Dougherty,19.29982592,728
Georgia,Douglas,19.29982592,731
Georgia,Early,19.29982592,735
Georgia,Echols,19.29982592,737
Georgia,Effingham,19.29982592,742
Georgia,Elbert,19.29982592,746
Georgia,Emanuel,19.29982592,750
Georgia,Evans,19.29982592,754
Georgia,Fannin,19.29982592,755
Georgia,Fayette,19.29982592,760
Georgia,Floyd,19.29982592,764
Georgia,Forsyth,19.29982592,768
Georgia,Franklin,19.29982592,772
Georgia,Fulton,19.29982592,779
Georgia,Gilmer,19.29982592,781
Georgia,Glascock,19.29982592,783
Georgia,Glynn,19.29982592,793
Georgia,Gordon,19.29982592,796
Georgia,Grady,19.29982592,797
Georgia,Greene,19.29982592,800
Georgia,Gwinnett,19.29982592,804
Georgia,Habersham,19.29982592,806
Georgia,Hall,19.29982592,808
Georgia,Hancock,19.29982592,810
Georgia,Haralson,19.29982592,813
Georgia,Harris,19.29982592,814
Georgia,Hart,19.29982592,816
Georgia,Heard,19.29982592,817
Georgia,Henry,19.29982592,820
Georgia,Houston,19.29982592,823
Georgia,Irwin,19.29982592,825
Georgia,Jackson,19.29982592,828
Georgia,Jasper,19.29982592,830
Georgia,Jeff Davis,19.29982592,832
Georgia,Jefferson,19.29982592,834
Georgia,Jenkins,19.29982592,835
Georgia,Johnson,19.29982592,837
Georgia,Jones,19.29982592,839
Georgia,Lamar,19.29982592,841
Georgia,Lanier,19.29982592,845
Georgia,Laurens,19.29982592,847
Georgia,Lee,19.29982592,849
Georgia,Liberty,19.29982592,855
Georgia,Lincoln,19.29982592,857
Georgia,Long,19.29982592,860
Georgia,Lowndes,19.29982592,863
Georgia,Lumpkin,19.29982592,865
Georgia,McDuffie,19.29982592,868
Georgia,McIntosh,19.29982592,871
Georgia,Macon,19.29982592,874
Georgia,Madison,19.29982592,875
Georgia,Marion,19.29982592,877
Georgia,Meriwether,19.29982592,879
Georgia,Miller,19.29982592,881
Georgia,Mitchell,19.29982592,883
Georgia,Monroe,19.29982592,885
Georgia,Montgomery,19.29982592,887
Georgia,Morgan,19.29982592,890
Georgia,Murray,19.29982592,892
Georgia,Muscogee,19.29982592,896
Georgia,Newton,19.29982592,899
Georgia,Oconee,19.29982592,901
Georgia,Oglethorpe,19.29982592,905
Georgia,Paulding,19.29982592,908
Georgia,Peach,19.29982592,910
Georgia,Pickens,19.29982592,912
Georgia,Pierce,19.29982592,915
Georgia,Pike,19.29982592,7
Georgia,Polk,19.29982592,8
Georgia,Pulaski,19.29982592,11
Georgia,Putnam,19.29982592,13
Georgia,Quitman,19.29982592,16
Georgia,Rabun,19.29982592,18
Georgia,Randolph,19.29982592,23
Georgia,Richmond,19.29982592,24
Georgia,Rockdale,19.29982592,28
Georgia,Schley,19.29982592,31
Georgia,Screven,19.29982592,34
Georgia,Seminole,19.29982592,38
Georgia,Spalding,19.29982592,41
Georgia,Stephens,19.29982592,45
Georgia,Stewart,19.29982592,48
Georgia,Sumter,19.29982592,52
Georgia,Talbot,19.29982592,57
Georgia,Taliaferro,19.29982592,60
Georgia,Tattnall,19.29982592,63
Georgia,Taylor,19.29982592,69
Georgia,Telfair,19.29982592,75
Georgia,Terrell,19.29982592,78
Georgia,Thomas,19.29982592,83
Georgia,Tift,19.29982592,87
Georgia,Toombs,19.29982592,91
Georgia,Towns,19.29982592,95
Georgia,Treutlen,19.29982592,102
Georgia,Troup,19.29982592,105
Georgia,Turner,19.29982592,108
Georgia,Twiggs,19.29982592,116
Georgia,Union,19.29982592,120
Georgia,Upson,19.29982592,123
Georgia,Walker,19.29982592,126
Georgia,Walton,19.29982592,127
Georgia,Ware,19.29982592,132
Georgia,Warren,19.29982592,135
Georgia,Washington,19.29982592,143
Georgia,Wayne,19.29982592,147
Georgia,Webster,19.29982592,149
Georgia,Wheeler,19.29982592,154
Georgia,White,19.29982592,157
Georgia,Whitfield,19.29982592,159
Georgia,Wilcox,19.29982592,163
Georgia,Wilkes,19.29982592,167
Georgia,Wilkinson,19.29982592,169
Georgia,Worth,19.29982592,173
Hawaii,Hawaii,12.69573077,198
Hawaii,Honolulu,12.69573077,234
Hawaii,Kalawao,12.69573077,247
Hawaii,Kauai,12.69573077,261
Hawaii,Maui,12.69573077,323
Idaho,Ada,14.61326763,336
Idaho,Adams,14.61326763,338
Idaho,Bannock,14.61326763,343
Idaho,Bear Lake,14.61326763,349
Idaho,Benewah,14.61326763,354
Idaho,Bingham,14.61326763,362
Idaho,Blaine,14.61326763,371
Idaho,Boise,14.61326763,380
Idaho,Bonner,14.61326763,387
Idaho,Bonneville,14.61326763,395
Idaho,Boundary,14.61326763,405
Idaho,Butte,14.61326763,414
Idaho,Camas,14.61326763,429
Idaho,Canyon,14.61326763,441
Idaho,Caribou,14.61326763,449
Idaho,Cassia,14.61326763,456
Idaho,Clark,14.61326763,464
Idaho,Clearwater,14.61326763,474
Idaho,Custer,14.61326763,484
Idaho,Elmore,14.61326763,490
Idaho,Franklin,14.61326763,498
Idaho,Fremont,14.61326763,502
Idaho,Gem,14.61326763,510
Idaho,Gooding,14.61326763,519
Idaho,Idaho,14.61326763,528
Idaho,Jefferson,14.61326763,540
Idaho,Jerome,14.61326763,547
Idaho,Kootenai,14.61326763,552
Idaho,Latah,14.61326763,559
Idaho,Lemhi,14.61326763,566
Idaho,Lewis,14.61326763,574
Idaho,Lincoln,14.61326763,578
Idaho,Madison,14.61326763,581
Idaho,Minidoka,14.61326763,585
Idaho,Nez Perce,14.61326763,589
Idaho,Oneida,14.61326763,593
Idaho,Owyhee,14.61326763,601
Idaho,Payette,14.61326763,606
Idaho,Power,14.61326763,613
Idaho,Shoshone,14.61326763,621
Idaho,Teton,14.61326763,627
Idaho,Twin Falls,14.61326763,634
Idaho,Valley,14.61326763,643
Idaho,Washington,14.61326763,649
Illinois,Adams,14.51810152,650
Illinois,Alexander,14.51810152,651
Illinois,Bond,14.51810152,652
Illinois,Boone,14.51810152,653
Illinois,Brown,14.51810152,654
Illinois,Bureau,14.51810152,2
Illinois,Calhoun,14.51810152,4
Illinois,Carroll,14.51810152,6
Illinois,Cass,14.51810152,10
Illinois,Champaign,14.51810152,12
Illinois,Christian,14.51810152,14
Illinois,Clark,14.51810152,19
Illinois,Clay,14.51810152,22
Illinois,Clinton,14.51810152,27
Illinois,Coles,14.51810152,30
Illinois,Cook,14.51810152,36
Illinois,Crawford,14.51810152,40
Illinois,Cumberland,14.51810152,44
Illinois,DeKalb,14.51810152,49
Illinois,De Witt,14.51810152,53
Illinois,Douglas,14.51810152,55
Illinois,DuPage,14.51810152,64
Illinois,Edgar,14.51810152,66
Illinois,Edwards,14.51810152,71
Illinois,Effingham,14.51810152,76
Illinois,Fayette,14.51810152,79
Illinois,Ford,14.51810152,81
Illinois,Franklin,14.51810152,85
Illinois,Fulton,14.51810152,89
Illinois,Gallatin,14.51810152,92
Illinois,Greene,14.51810152,96
Illinois,Grundy,14.51810152,99
Illinois,Hamilton,14.51810152,106
Illinois,Hancock,14.51810152,111
Illinois,Hardin,14.51810152,113
Illinois,Henderson,14.51810152,117
Illinois,Henry,14.51810152,121
Illinois,Iroquois,14.51810152,125
Illinois,Jackson,14.51810152,129
Illinois,Jasper,14.51810152,133
Illinois,Jefferson,14.51810152,137
Illinois,Jersey,14.51810152,142
Illinois,Jo Daviess,14.51810152,145
Illinois,Johnson,14.51810152,152
Illinois,Kane,14.51810152,156
Illinois,Kankakee,14.51810152,161
Illinois,Kendall,14.51810152,165
Illinois,Knox,14.51810152,166
Illinois,Lake,14.51810152,170
Illinois,LaSalle,14.51810152,175
Illinois,Lawrence,14.51810152,177
Illinois,Lee,14.51810152,180
Illinois,Livingston,14.51810152,182
Illinois,Logan,14.51810152,186
Illinois,McDonough,14.51810152,189
Illinois,McHenry,14.51810152,192
Illinois,McLean,14.51810152,193
Illinois,Macon,14.51810152,194
Illinois,Macoupin,14.51810152,196
Illinois,Madison,14.51810152,199
Illinois,Marion,14.51810152,201
Illinois,Marshall,14.51810152,202
Illinois,Mason,14.51810152,206
Illinois,Massac,14.51810152,208
Illinois,Menard,14.51810152,212
Illinois,Mercer,14.51810152,216
Illinois,Monroe,14.51810152,219
Illinois,Montgomery,14.51810152,223
Illinois,Morgan,14.51810152,225
Illinois,Moultrie,14.51810152,227
Illinois,Ogle,14.51810152,229
Illinois,Peoria,14.51810152,233
Illinois,Perry,14.51810152,235
Illinois,Piatt,14.51810152,238
Illinois,Pike,14.51810152,241
Illinois,Pope,14.51810152,245
Illinois,Pulaski,14.51810152,248
Illinois,Putnam,14.51810152,253
Illinois,Randolph,14.51810152,255
Illinois,Richland,14.51810152,259
Illinois,Rock Island,14.51810152,265
Illinois,St. Clair,14.51810152,269
Illinois,Saline,14.51810152,271
Illinois,Sangamon,14.51810152,274
Illinois,Schuyler,14.51810152,278
Illinois,Scott,14.51810152,280
Illinois,Shelby,14.51810152,283
Illinois,Stark,14.51810152,285
Illinois,Stephenson,14.51810152,290
Illinois,Tazewell,14.51810152,291
Illinois,Union,14.51810152,293
Illinois,Vermilion,14.51810152,296
Illinois,Wabash,14.51810152,299
Illinois,Warren,14.51810152,301
Illinois,Washington,14.51810152,305
Illinois,Wayne,14.51810152,310
Illinois,White,14.51810152,312
Illinois,Whiteside,14.51810152,314
Illinois,Will,14.51810152,320
Illinois,Williamson,14.51810152,324
Illinois,Winnebago,14.51810152,325
Illinois,Woodford,14.51810152,328
Indiana,Adams,13.90378026,330
Indiana,Allen,13.90378026,335
Indiana,Bartholomew,13.90378026,342
Indiana,Benton,13.90378026,179
Indiana,Blackford,13.90378026,183
Indiana,Boone,13.90378026,185
Indiana,Brown,13.90378026,188
Indiana,Carroll,13.90378026,195
Indiana,Cass,13.90378026,211
Indiana,Clark,13.90378026,215
Indiana,Clay,13.90378026,221
Indiana,Clinton,13.90378026,226
Indiana,Crawford,13.90378026,232
Indiana,Daviess,13.90378026,239
Indiana,Dearborn,13.90378026,242
Indiana,Decatur,13.90378026,246
Indiana,DeKalb,13.90378026,249
Indiana,Delaware,13.90378026,252
Indiana,Dubois,13.90378026,254
Indiana,Elkhart,13.90378026,260
Indiana,Fayette,13.90378026,263
Indiana,Floyd,13.90378026,267
Indiana,Fountain,13.90378026,270
Indiana,Franklin,13.90378026,272
Indiana,Fulton,13.90378026,276
Indiana,Gibson,13.90378026,286
Indiana,Grant,13.90378026,297
Indiana,Greene,13.90378026,309
Indiana,Hamilton,13.90378026,321
Indiana,Hancock,13.90378026,329
Indiana,Harrison,13.90378026,334
Indiana,Hendricks,13.90378026,341
Indiana,Henry,13.90378026,344
Indiana,Howard,13.90378026,348
Indiana,Huntington,13.90378026,352
Indiana,Jackson,13.90378026,355
Indiana,Jasper,13.90378026,356
Indiana,Jay,13.90378026,358
Indiana,Jefferson,13.90378026,363
Indiana,Jennings,13.90378026,367
Indiana,Johnson,13.90378026,370
Indiana,Knox,13.90378026,376
Indiana,Kosciusko,13.90378026,384
Indiana,LaGrange,13.90378026,386
Indiana,Lake,13.90378026,389
Indiana,LaPorte,13.90378026,392
Indiana,Lawrence,13.90378026,396
Indiana,Madison,13.90378026,401
Indiana,Marion,13.90378026,409
Indiana,Marshall,13.90378026,412
Indiana,Martin,13.90378026,418
Indiana,Miami,13.90378026,420
Indiana,Monroe,13.90378026,422
Indiana,Montgomery,13.90378026,425
Indiana,Morgan,13.90378026,430
Indiana,Newton,13.90378026,433
Indiana,Noble,13.90378026,436
Indiana,Ohio,13.90378026,440
Indiana,Orange,13.90378026,444
Indiana,Owen,13.90378026,448
Indiana,Parke,13.90378026,452
Indiana,Perry,13.90378026,459
Indiana,Pike,13.90378026,465
Indiana,Porter,13.90378026,468
Indiana,Posey,13.90378026,471
Indiana,Pulaski,13.90378026,477
Indiana,Putnam,13.90378026,480
Indiana,Randolph,13.90378026,485
Indiana,Ripley,13.90378026,488
Indiana,Rush,13.90378026,493
Indiana,St. Joseph,13.90378026,496
Indiana,Scott,13.90378026,504
Indiana,Shelby,13.90378026,506
Indiana,Spencer,13.90378026,509
Indiana,Starke,13.90378026,512
Indiana,Steuben,13.90378026,515
Indiana,Sullivan,13.90378026,518
Indiana,Switzerland,13.90378026,526
Indiana,Tippecanoe,13.90378026,530
Indiana,Tipton,13.90378026,534
Indiana,Union,13.90378026,538
